Línea seleccionada,Documento medición,Punto de medida,Fecha,Hora medición,ValMed/Val.total cont.,UnidadCaracterística,Creado por,Posición de medida,Diferencia val. cont.,Equipo,Texto,Texto
,129508899,122062,03/12/2022,02:56:48 p. m.,39147,l,ROLGUINS,CONSUMO_OPH,220,16009192,CR5154 CAMION REVOLVEDOR,
,129509020,122064,03/12/2022,02:56:48 p. m.,5244,h,ROLGUINS,TIEMPO,37,16009192,CR5154 CAMION REVOLVEDOR,
,129509015,51464,03/12/2022,02:59:17 p. m.,159531,l,SHRAMIREZ,CONSUMO_OPH,105,16000990,CR3788 CAMION REVOLVEDOR,
,129509016,123765,03/12/2022,02:59:17 p. m.,3291,h,SHRAMIREZ,TIEMPO,10,16000990,CR3788 CAMION REVOLVEDOR,
,129509017,119852,03/12/2022,03:00:48 p. m.,72481,l,RFCABALLERO,CONSUMO_OPH,170,16008809,CR4936 CAMION REVOLVEDOR,
,129509018,119854,03/12/2022,03:00:48 p. m.,8274,h,RFCABALLERO,TIEMPO,17,16008809,CR4936 CAMION REVOLVEDOR,
,129508729,117557,03/12/2022,03:01:58 p. m.,101258,l,LMORALESO,CONSUMO_OPH,190,16008249,CR4661 CAMION REVOLVEDOR,
,129509060,117559,03/12/2022,03:01:58 p. m.,13140,h,LMORALESO,TIEMPO,24.1,16008249,CR4661 CAMION REVOLVEDOR,
,129509019,94415,03/12/2022,03:02:09 p. m.,187332,l,RFCABALLERO,CONSUMO_OPH,180,11008209,CR4209 CAMION REVOLVEDOR,
,129509050,106205,03/12/2022,03:02:09 p. m.,20504.2,h,RFCABALLERO,TIEMPO,18,11008209,CR4209 CAMION REVOLVEDOR,
,129509051,114601,03/12/2022,03:03:05 p. m.,11405,l,RFCABALLERO,CONSUMO_OPH,80,9000293,CF9257 CARGADOR FRONTAL,
,129509052,114602,03/12/2022,03:03:05 p. m.,2691,h,RFCABALLERO,TIEMPO,8,9000293,CF9257 CARGADOR FRONTAL,
,129509061,128704,03/12/2022,03:03:27 p. m.,3875,l,LMORALESO,CONSUMO_OPH,133,9000573,CF9381 CARGADOR FRONTAL,
,129509062,128705,03/12/2022,03:03:27 p. m.,593.2,h,LMORALESO,TIEMPO,21,9000573,CF9381 CARGADOR FRONTAL,
,129509063,116911,03/12/2022,03:05:06 p. m.,105644,l,LMORALESO,CONSUMO_OPH,220,16008077,CR4619 CAMION REVOLVEDOR,
,129509064,116913,03/12/2022,03:05:06 p. m.,12653,h,LMORALESO,TIEMPO,29,16008077,CR4619 CAMION REVOLVEDOR,
,129509053,119689,03/12/2022,03:06:04 p. m.,76372,l,RFCABALLERO,CONSUMO_OPH,278,16008808,CR4949 CAMION REVOLVEDOR,
,129509054,119851,03/12/2022,03:06:04 p. m.,8862,h,RFCABALLERO,TIEMPO,28,16008808,CR4949 CAMION REVOLVEDOR,
,129509065,116608,03/12/2022,03:08:48 p. m.,74663,l,LMORALESO,CONSUMO_OPH,220,16007976,CR4518 CAMION REVOLVEDOR,
,129509066,116610,03/12/2022,03:08:48 p. m.,9605.31,h,LMORALESO,TIEMPO,21.21,16007976,CR4518 CAMION REVOLVEDOR,
,129509055,114601,03/12/2022,03:09:08 p. m.,11445,l,RFCABALLERO,CONSUMO_OPH,40,9000293,CF9257 CARGADOR FRONTAL,
,129509056,114602,03/12/2022,03:09:08 p. m.,2695,h,RFCABALLERO,TIEMPO,4,9000293,CF9257 CARGADOR FRONTAL,
,129509057,119557,03/12/2022,03:10:08 p. m.,60223,l,RFCABALLERO,CONSUMO_OPH,160,16008751,CR4900 CAMION REVOLVEDOR,
,129509058,119559,03/12/2022,03:10:08 p. m.,7410,h,RFCABALLERO,TIEMPO,17,16008751,CR4900 CAMION REVOLVEDOR,
,129509059,93903,03/12/2022,03:11:11 p. m.,187386,l,RFCABALLERO,CONSUMO_OPH,237,11007981,CR4102 CAMION REVOLVEDOR,
,129509080,106388,03/12/2022,03:11:11 p. m.,20415,h,RFCABALLERO,TIEMPO,22,11007981,CR4102 CAMION REVOLVEDOR,
,129509081,52996,03/12/2022,03:11:21 p. m.,222474,l,SHRAMIREZ,CONSUMO_OPH,165,16001707,CR3987 CAMION REVOLVEDOR,
,129509082,106329,03/12/2022,03:11:21 p. m.,30224,h,SHRAMIREZ,TIEMPO,16,16001707,CR3987 CAMION REVOLVEDOR,
,129509100,53541,03/12/2022,03:12:15 p. m.,199633,l,JHIPOLITOT,CONSUMO_OPH,255,16001965,CR3970 CAMION REVOLVEDOR,
,129509101,105076,03/12/2022,03:12:15 p. m.,33880.9,h,JHIPOLITOT,TIEMPO,38.8,16001965,CR3970 CAMION REVOLVEDOR,
,129509083,53429,03/12/2022,03:13:08 p. m.,208030,l,SHRAMIREZ,CONSUMO_OPH,218,16001853,CR3398 CAMION REVOLVEDOR,
,129509084,106613,03/12/2022,03:13:08 p. m.,33616,h,SHRAMIREZ,TIEMPO,25,16001853,CR3398 CAMION REVOLVEDOR,
,129509085,119852,03/12/2022,03:13:38 p. m.,72673,l,RFCABALLERO,CONSUMO_OPH,192,16008809,CR4936 CAMION REVOLVEDOR,
,129509086,119854,03/12/2022,03:13:38 p. m.,8299,h,RFCABALLERO,TIEMPO,25,16008809,CR4936 CAMION REVOLVEDOR,
,129509102,53455,03/12/2022,03:15:31 p. m.,202702,l,JHIPOLITOT,CONSUMO_OPH,315,16001879,CR3522 CAMION REVOLVEDOR,
,129509103,106622,03/12/2022,03:15:31 p. m.,36301,h,JHIPOLITOT,TIEMPO,44,16001879,CR3522 CAMION REVOLVEDOR,
,129509067,53351,03/12/2022,03:17:34 p. m.,193351,l,LMORALESO,CONSUMO_OPH,145,16001826,CR2924 CAMION REVOLVEDOR,
,129509068,104960,03/12/2022,03:17:34 p. m.,34221.6,h,LMORALESO,TIEMPO,21,16001826,CR2924 CAMION REVOLVEDOR,
,129509087,94121,03/12/2022,03:19:34 p. m.,202354,l,RFCABALLERO,CONSUMO_OPH,133,11008079,CR4154 CAMION REVOLVEDOR,
,129509088,101258,03/12/2022,03:19:34 p. m.,23858.4,h,RFCABALLERO,TIEMPO,22,11008079,CR4154 CAMION REVOLVEDOR,
,129509069,117095,03/12/2022,03:19:39 p. m.,96050,l,LMORALESO,CONSUMO_OPH,161,16008116,CR4649 CAMION REVOLVEDOR,
,129509180,117097,03/12/2022,03:19:39 p. m.,11759.4,h,LMORALESO,TIEMPO,20.7,16008116,CR4649 CAMION REVOLVEDOR,
,129508663,112290,03/12/2022,03:20:30 p. m.,109786,l,GMAGANAG,CONSUMO_OPH,210,16007407,CR4349 CAMION REVOLVEDOR,
,129508664,112292,03/12/2022,03:20:30 p. m.,13445,h,GMAGANAG,TIEMPO,19,16007407,CR4349 CAMION REVOLVEDOR,
,129509089,128832,03/12/2022,03:21:11 p. m.,4856,l,RFCABALLERO,CONSUMO_OPH,130,9000591,CF9399 CARGADOR FRONTAL,
,129509130,128833,03/12/2022,03:21:11 p. m.,816,h,RFCABALLERO,TIEMPO,21,9000591,CF9399 CARGADOR FRONTAL,
,129508665,122164,03/12/2022,03:21:50 p. m.,28962,l,GMAGANAG,CONSUMO_OPH,250,16009225,CR5187 CAMION REVOLVEDOR,
,129508666,122166,03/12/2022,03:21:50 p. m.,4487,h,GMAGANAG,TIEMPO,37,16009225,CR5187 CAMION REVOLVEDOR,
,129508667,52102,03/12/2022,03:22:30 p. m.,127679,l,GMAGANAG,CONSUMO_OPH,237,16001212,CR3355 CAMION REVOLVEDOR,
,129508668,106693,03/12/2022,03:22:30 p. m.,22399,h,GMAGANAG,TIEMPO,31,16001212,CR3355 CAMION REVOLVEDOR,
,129509131,52151,03/12/2022,03:22:41 p. m.,241145,l,RFCABALLERO,CONSUMO_OPH,363,16001261,CR3579 CAMION REVOLVEDOR,
,129509132,105272,03/12/2022,03:22:41 p. m.,32849.2,h,RFCABALLERO,TIEMPO,39,16001261,CR3579 CAMION REVOLVEDOR,
,129509133,53434,03/12/2022,03:23:24 p. m.,212862,l,SHRAMIREZ,CONSUMO_OPH,160,16001858,CR3429 CAMION REVOLVEDOR,
,129509134,105234,03/12/2022,03:23:24 p. m.,34624,h,SHRAMIREZ,TIEMPO,16,16001858,CR3429 CAMION REVOLVEDOR,
,129508669,112458,03/12/2022,03:25:43 p. m.,115243,l,VNRUIZ,CONSUMO_OPH,130,16007463,CR4405 CAMION REVOLVEDOR,
,129509150,112460,03/12/2022,03:25:43 p. m.,15486,h,VNRUIZ,TIEMPO,13,16007463,CR4405 CAMION REVOLVEDOR,
,129509153,120683,03/12/2022,03:26:19 p. m.,10233,l,VNRUIZ,CONSUMO_OPH,115,9000439,CF9329 CARGADOR FRONTAL,
,129509154,120684,03/12/2022,03:26:19 p. m.,3582,h,VNRUIZ,TIEMPO,44,9000439,CF9329 CARGADOR FRONTAL,
,129509151,112302,03/12/2022,03:26:39 p. m.,98999,l,GMAGANAG,CONSUMO_OPH,215,16007411,CR4353 CAMION REVOLVEDOR,
,129509152,112304,03/12/2022,03:26:39 p. m.,11609,h,GMAGANAG,TIEMPO,27,16007411,CR4353 CAMION REVOLVEDOR,
,129509135,54145,03/12/2022,03:26:56 p. m.,209039,l,SHRAMIREZ,CONSUMO_OPH,236,11003595,CR3121 CAMION REVOLVEDOR,
,129509136,105325,03/12/2022,03:26:56 p. m.,32064,h,SHRAMIREZ,TIEMPO,25,11003595,CR3121 CAMION REVOLVEDOR,
,129509181,117584,03/12/2022,03:31:34 p. m.,79512,l,LMORALESO,CONSUMO_OPH,230,16008258,CR4671 CAMION REVOLVEDOR,
,129509182,117586,03/12/2022,03:31:34 p. m.,10659.2,h,LMORALESO,TIEMPO,24,16008258,CR4671 CAMION REVOLVEDOR,
,129509183,53485,03/12/2022,03:32:40 p. m.,170718,l,LMORALESO,CONSUMO_OPH,180,16001909,CR3671 CAMION REVOLVEDOR,
,129509184,106887,03/12/2022,03:32:40 p. m.,31687,h,LMORALESO,TIEMPO,17,16001909,CR3671 CAMION REVOLVEDOR,
,129509137,54216,03/12/2022,03:35:16 p. m.,272508,l,SHRAMIREZ,CONSUMO_OPH,152,16002195,CR3583 CAMION REVOLVEDOR,
,129509138,105473,03/12/2022,03:35:16 p. m.,37226,h,SHRAMIREZ,TIEMPO,15,16002195,CR3583 CAMION REVOLVEDOR,
,129509139,93905,03/12/2022,03:36:21 p. m.,212751,l,RFCABALLERO,CONSUMO_OPH,185,11007982,CR4103 CAMION REVOLVEDOR,
,129509200,106389,03/12/2022,03:36:21 p. m.,21537,h,RFCABALLERO,TIEMPO,18,11007982,CR4103 CAMION REVOLVEDOR,
,129509155,112158,03/12/2022,03:37:54 p. m.,99610,l,VNRUIZ,CONSUMO_OPH,181,16007363,CR4305 CAMION REVOLVEDOR,
,129509156,112160,03/12/2022,03:37:54 p. m.,12803,h,VNRUIZ,TIEMPO,23,16007363,CR4305 CAMION REVOLVEDOR,
,129509157,112494,03/12/2022,03:38:22 p. m.,98463,l,VNRUIZ,CONSUMO_OPH,125,16007475,CR4417 CAMION REVOLVEDOR,
,129509158,112496,03/12/2022,03:38:22 p. m.,13734,h,VNRUIZ,TIEMPO,16,16007475,CR4417 CAMION REVOLVEDOR,
,129509159,112482,03/12/2022,03:39:10 p. m.,101436,l,VNRUIZ,CONSUMO_OPH,90,16007471,CR4413 CAMION REVOLVEDOR,
,129509210,112484,03/12/2022,03:39:10 p. m.,11542,h,VNRUIZ,TIEMPO,12,16007471,CR4413 CAMION REVOLVEDOR,
,129509211,112557,03/12/2022,03:39:40 p. m.,110346,l,VNRUIZ,CONSUMO_OPH,150,16007496,CR4438 CAMION REVOLVEDOR,
,129509212,112559,03/12/2022,03:39:40 p. m.,13825,h,VNRUIZ,TIEMPO,17,16007496,CR4438 CAMION REVOLVEDOR,
,129509213,122242,03/12/2022,03:40:12 p. m.,35179,l,VNRUIZ,CONSUMO_OPH,155,16009248,CR5210 CAMION REVOLVEDOR,
,129509214,122244,03/12/2022,03:40:12 p. m.,4472,h,VNRUIZ,TIEMPO,18,16009248,CR5210 CAMION REVOLVEDOR,
,129509215,111476,03/12/2022,03:40:38 p. m.,125567,l,VNRUIZ,CONSUMO_OPH,150,16007118,CR4261 CAMION REVOLVEDOR,
,129509216,111478,03/12/2022,03:40:38 p. m.,16785,h,VNRUIZ,TIEMPO,18,16007118,CR4261 CAMION REVOLVEDOR,
,129509217,112509,03/12/2022,03:41:25 p. m.,82895,l,VNRUIZ,CONSUMO_OPH,140,16007480,CR4422 CAMION REVOLVEDOR,
,129509218,112511,03/12/2022,03:41:25 p. m.,10896,h,VNRUIZ,TIEMPO,19,16007480,CR4422 CAMION REVOLVEDOR,
,129509104,114601,03/12/2022,03:41:25 p. m.,11465,l,RFCABALLERO,CONSUMO_OPH,20,9000293,CF9257 CARGADOR FRONTAL,
,129509105,114602,03/12/2022,03:41:25 p. m.,2697,h,RFCABALLERO,TIEMPO,2,9000293,CF9257 CARGADOR FRONTAL,
,129509201,52213,03/12/2022,03:41:55 p. m.,181143,l,SHRAMIREZ,CONSUMO_OPH,190,16001323,CR3857 CAMION REVOLVEDOR,
,129509202,106664,03/12/2022,03:41:55 p. m.,31765,h,SHRAMIREZ,TIEMPO,19,16001323,CR3857 CAMION REVOLVEDOR,
,129509227,116836,03/12/2022,03:42:20 p. m.,116136,l,SRGARCIAB,CONSUMO_OPH,190,16008052,CR4594 CAMION REVOLVEDOR,
,129509228,116838,03/12/2022,03:42:20 p. m.,14665,h,SRGARCIAB,TIEMPO,21,16008052,CR4594 CAMION REVOLVEDOR,
,129509106,94371,03/12/2022,03:42:31 p. m.,207732,l,RFCABALLERO,CONSUMO_OPH,199,11008195,CR4186 CAMION REVOLVEDOR,
,129509107,104816,03/12/2022,03:42:31 p. m.,21749,h,RFCABALLERO,TIEMPO,30,11008195,CR4186 CAMION REVOLVEDOR,
,129509229,117334,03/12/2022,03:42:45 p. m.,90389,l,SRGARCIAB,CONSUMO_OPH,170,16008177,CR4717 CAMION REVOLVEDOR,
,129509230,117336,03/12/2022,03:42:45 p. m.,11383.3,h,SRGARCIAB,TIEMPO,24,16008177,CR4717 CAMION REVOLVEDOR,
,129603789,116668,03/12/2022,03:43:03 p. m.,120317,l,REVANGELIS,CONSUMO_OPH,256,16007996,CR4538 CAMION REVOLVEDOR,
,129603830,116670,03/12/2022,03:43:03 p. m.,14986,h,REVANGELIS,TIEMPO,23,16007996,CR4538 CAMION REVOLVEDOR,
,129509231,117671,03/12/2022,03:43:11 p. m.,105222,l,SRGARCIAB,CONSUMO_OPH,212,16008287,CR4736 CAMION REVOLVEDOR,
,129509232,117673,03/12/2022,03:43:11 p. m.,13319,h,SRGARCIAB,TIEMPO,30,16008287,CR4736 CAMION REVOLVEDOR,
,129509174,129234,03/12/2022,03:44:18 p. m.,6091,l,ROSUNAM,CONSUMO_OPH,111,16011680,CR5597 CAMION REVOLVEDOR,
,129509175,129236,03/12/2022,03:44:18 p. m.,908,h,ROSUNAM,TIEMPO,22,16011680,CR5597 CAMION REVOLVEDOR,
,129509176,120286,03/12/2022,03:44:57 p. m.,50682,l,ROSUNAM,CONSUMO_OPH,230,16008948,CR5090 CAMION REVOLVEDOR,
,129509177,120288,03/12/2022,03:44:57 p. m.,7422,h,ROSUNAM,TIEMPO,39,16008948,CR5090 CAMION REVOLVEDOR,
,129509178,120259,03/12/2022,03:45:24 p. m.,84424,l,ROSUNAM,CONSUMO_OPH,226,16008939,CR5081 CAMION REVOLVEDOR,
,129509179,120261,03/12/2022,03:45:24 p. m.,10999,h,ROSUNAM,TIEMPO,17.8,16008939,CR5081 CAMION REVOLVEDOR,
,129508227,112245,03/12/2022,03:45:43 p. m.,87650,l,MCRUZMAR,CONSUMO_OPH,215,16007392,CR4334 CAMION REVOLVEDOR,
,129508228,112247,03/12/2022,03:45:43 p. m.,12157,h,MCRUZMAR,TIEMPO,30,16007392,CR4334 CAMION REVOLVEDOR,
,129509240,52525,03/12/2022,03:45:59 p. m.,89784,l,ROSUNAM,CONSUMO_OPH,145,16001512,CF9117 CARGADOR FRONTAL,
,129509241,56441,03/12/2022,03:45:59 p. m.,25899,h,ROSUNAM,TIEMPO,39,16001512,CF9117 CARGADOR FRONTAL,
,129509242,120109,03/12/2022,03:46:35 p. m.,85039,l,ROSUNAM,CONSUMO_OPH,215,16008889,CR5031 CAMION REVOLVEDOR,
,129509243,120111,03/12/2022,03:46:35 p. m.,9916.7,h,ROSUNAM,TIEMPO,33,16008889,CR5031 CAMION REVOLVEDOR,
,129508229,122086,03/12/2022,03:46:49 p. m.,35022,l,MCRUZMAR,CONSUMO_OPH,245,16009200,CR5162 CAMION REVOLVEDOR,
,129509250,122088,03/12/2022,03:46:49 p. m.,4836,h,MCRUZMAR,TIEMPO,30,16009200,CR5162 CAMION REVOLVEDOR,
,129509244,120199,03/12/2022,03:46:59 p. m.,89978,l,ROSUNAM,CONSUMO_OPH,160,16008919,CR5061 CAMION REVOLVEDOR,
,129509245,120201,03/12/2022,03:46:59 p. m.,10950,h,ROSUNAM,TIEMPO,20,16008919,CR5061 CAMION REVOLVEDOR,
,129509219,111512,03/12/2022,03:47:00 p. m.,148699,l,VNRUIZ,CONSUMO_OPH,180,16007130,CR4273 CAMION REVOLVEDOR,
,129509260,111514,03/12/2022,03:47:00 p. m.,16938,h,VNRUIZ,TIEMPO,20,16007130,CR4273 CAMION REVOLVEDOR,
,129509246,119569,03/12/2022,03:47:30 p. m.,81300,l,ROSUNAM,CONSUMO_OPH,200,16008755,CR4904 CAMION REVOLVEDOR,
,129509247,119571,03/12/2022,03:47:30 p. m.,11334,h,ROSUNAM,TIEMPO,36,16008755,CR4904 CAMION REVOLVEDOR,
,129509261,112155,03/12/2022,03:47:31 p. m.,92813,l,VNRUIZ,CONSUMO_OPH,75,16007362,CR4304 CAMION REVOLVEDOR,
,129509262,112157,03/12/2022,03:47:31 p. m.,11631,h,VNRUIZ,TIEMPO,11,16007362,CR4304 CAMION REVOLVEDOR,
,129509251,112401,03/12/2022,03:47:33 p. m.,112829,l,MCRUZMAR,CONSUMO_OPH,190,16007444,CR4386 CAMION REVOLVEDOR,
,129509252,112403,03/12/2022,03:47:33 p. m.,13884,h,MCRUZMAR,TIEMPO,24,16007444,CR4386 CAMION REVOLVEDOR,
,129509263,111602,03/12/2022,03:47:56 p. m.,121979,l,VNRUIZ,CONSUMO_OPH,170,16007135,CR4278 CAMION REVOLVEDOR,
,129509264,111604,03/12/2022,03:47:56 p. m.,14281,h,VNRUIZ,TIEMPO,16,16007135,CR4278 CAMION REVOLVEDOR,
,129509108,114601,03/12/2022,03:48:23 p. m.,11485,l,RFCABALLERO,CONSUMO_OPH,20,9000293,CF9257 CARGADOR FRONTAL,
,129509109,114602,03/12/2022,03:48:23 p. m.,2699,h,RFCABALLERO,TIEMPO,2,9000293,CF9257 CARGADOR FRONTAL,
,129509253,112140,03/12/2022,03:49:04 p. m.,116163,l,MCRUZMAR,CONSUMO_OPH,224,16007357,CR4299 CAMION REVOLVEDOR,
,129509254,112142,03/12/2022,03:49:04 p. m.,16419,h,MCRUZMAR,TIEMPO,33,16007357,CR4299 CAMION REVOLVEDOR,
,129509255,128724,03/12/2022,03:50:01 p. m.,11405,l,MCRUZMAR,CONSUMO_OPH,121,9000583,CF9391 CARGADOR FRONTAL,
,129509256,128725,03/12/2022,03:50:01 p. m.,1760,h,MCRUZMAR,TIEMPO,19,9000583,CF9391 CARGADOR FRONTAL,
,129509257,127837,03/12/2022,03:51:07 p. m.,21013,l,MCRUZMAR,CONSUMO_OPH,200,16010510,CR5447 CAMION REVOLVEDOR,
,129509258,127839,03/12/2022,03:51:07 p. m.,3036,h,MCRUZMAR,TIEMPO,30,16010510,CR5447 CAMION REVOLVEDOR,
,129509265,112173,03/12/2022,03:51:34 p. m.,96812,l,VNRUIZ,CONSUMO_OPH,158,16007368,CR4310 CAMION REVOLVEDOR,
,129509266,112175,03/12/2022,03:51:34 p. m.,10426,h,VNRUIZ,TIEMPO,23,16007368,CR4310 CAMION REVOLVEDOR,
,129509021,120007,03/12/2022,03:51:46 p. m.,90217,l,MBARRAZA,CONSUMO_OPH,246,16008855,CR4997 CAMION REVOLVEDOR,
,129509022,120009,03/12/2022,03:51:46 p. m.,10738,h,MBARRAZA,TIEMPO,25,16008855,CR4997 CAMION REVOLVEDOR,
,129509023,100841,03/12/2022,03:52:39 p. m.,12286,l,MBARRAZA,CONSUMO_OPH,139,11008752,CF9198 CARGADOR FRONTAL,
,129509024,100842,03/12/2022,03:52:39 p. m.,6225,h,MBARRAZA,TIEMPO,13,11008752,CF9198 CARGADOR FRONTAL,
,129509203,94605,03/12/2022,03:54:03 p. m.,179683,l,JBELMONTES,CONSUMO_OPH,200,11008257,CR2903 CAMION REVOLVEDOR,
,129509204,107019,03/12/2022,03:54:03 p. m.,17596,h,JBELMONTES,TIEMPO,21,11008257,CR4232 CAMION REVOLVEDOR,
,129509025,95084,03/12/2022,03:55:06 p. m.,208689,l,MBARRAZA,CONSUMO_OPH,155,11008291,CR4236 CAMION REVOLVEDOR,
,129509026,106394,03/12/2022,03:55:06 p. m.,17144,h,MBARRAZA,TIEMPO,15,11008291,CR4236 CAMION REVOLVEDOR,
,129509233,112272,03/12/2022,03:55:09 p. m.,116931,l,AEUGENIO,CONSUMO_OPH,203,16007401,CR4343 CAMION REVOLVEDOR,
,129509234,112274,03/12/2022,03:55:09 p. m.,15518,h,AEUGENIO,TIEMPO,30,16007401,CR4343 CAMION REVOLVEDOR,
,129509027,120058,03/12/2022,03:55:36 p. m.,81427,l,MBARRAZA,CONSUMO_OPH,260,16008872,CR5014 CAMION REVOLVEDOR,
,129509028,120060,03/12/2022,03:55:36 p. m.,10056.6,h,MBARRAZA,TIEMPO,29.4,16008872,CR5014 CAMION REVOLVEDOR,
,129509205,52476,03/12/2022,03:55:39 p. m.,194065,l,JBELMONTES,CONSUMO_OPH,146,16001464,CR3711 CAMION REVOLVEDOR,
,129509206,105656,03/12/2022,03:55:39 p. m.,29505,h,JBELMONTES,TIEMPO,13,16001464,CR3711 CAMION REVOLVEDOR,
,129509209,110971,03/12/2022,03:56:36 p. m.,18910,l,SHRAMIREZ,CONSUMO_OPH,203,9000250,CF9245,
,129509270,110972,03/12/2022,03:56:36 p. m.,11990.7,h,SHRAMIREZ,TIEMPO,25,9000250,CF9245,
,129509207,52913,03/12/2022,03:56:53 p. m.,246681,l,JBELMONTES,CONSUMO_OPH,165,16001624,CR3454 CAMION REVOLVEDOR,
,129509208,106436,03/12/2022,03:56:53 p. m.,34121.7,h,JBELMONTES,TIEMPO,15,16001624,CR3454 CAMION REVOLVEDOR,
,129509271,52976,03/12/2022,03:57:47 p. m.,223744,l,JBELMONTES,CONSUMO_OPH,175,16001687,CR3887 CAMION REVOLVEDOR,
,129509272,107938,03/12/2022,03:57:47 p. m.,32460.1,h,JBELMONTES,TIEMPO,15.1,16001687,CR3887 CAMION REVOLVEDOR,
,129509273,128194,03/12/2022,03:58:57 p. m.,25032,l,JBELMONTES,CONSUMO_OPH,250,16010589,CR5514 CAMION REVOLVEDOR,
,129509274,128196,03/12/2022,03:58:57 p. m.,2832.3,h,JBELMONTES,TIEMPO,17.7,16010589,CR5514 CAMION REVOLVEDOR,
,129509275,128712,03/12/2022,04:00:19 p. m.,6527,l,JBELMONTES,CONSUMO_OPH,120,9000577,CF9385 CARGADOR FRONTAL,
,129509276,128713,03/12/2022,04:00:19 p. m.,884.2,h,JBELMONTES,TIEMPO,16.2,9000577,CF9385 CARGADOR FRONTAL,
,129509280,52979,03/12/2022,04:01:18 p. m.,220703,l,JBELMONTES,CONSUMO_OPH,160,16001690,CR3897 CAMION REVOLVEDOR,
,129509281,107064,03/12/2022,04:01:18 p. m.,37029,h,JBELMONTES,TIEMPO,16,16001690,CR3897 CAMION REVOLVEDOR,
,129509285,52979,03/12/2022,04:03:50 p. m.,220843,l,JBELMONTES,CONSUMO_OPH,140,16001690,CR3897 CAMION REVOLVEDOR,
,129509286,107064,03/12/2022,04:03:50 p. m.,37042,h,JBELMONTES,TIEMPO,13,16001690,CR3897 CAMION REVOLVEDOR,
,129509290,128076,03/12/2022,04:04:57 p. m.,19731,l,JBELMONTES,CONSUMO_OPH,200,16010561,CR5489 CAMION REVOLVEDOR,
,129509291,128078,03/12/2022,04:04:57 p. m.,2575.6,h,JBELMONTES,TIEMPO,21.6,16010561,CR5489 CAMION REVOLVEDOR,
,129509295,111491,03/12/2022,04:06:02 p. m.,115727,l,JBELMONTES,CONSUMO_OPH,169,16007123,CR4266 CAMION REVOLVEDOR,
,129509296,111493,03/12/2022,04:06:02 p. m.,12705,h,JBELMONTES,TIEMPO,15,16007123,CR4266 CAMION REVOLVEDOR,
,129509300,54159,03/12/2022,04:07:11 p. m.,244725,l,JBELMONTES,CONSUMO_OPH,165,16002138,CR3202 CAMION REVOLVEDOR,
,129509301,106134,03/12/2022,04:07:11 p. m.,37639,h,JBELMONTES,TIEMPO,12,16002138,CR3202 CAMION REVOLVEDOR,
,129509305,51423,03/12/2022,04:09:01 p. m.,230050,l,JBELMONTES,CONSUMO_OPH,100,16000949,CR3593 CAMION REVOLVEDOR,
,129509306,105109,03/12/2022,04:09:01 p. m.,34073.2,h,JBELMONTES,TIEMPO,16.2,16000949,CR3593 CAMION REVOLVEDOR,
,129509310,52487,03/12/2022,04:10:22 p. m.,225763,l,JBELMONTES,CONSUMO_OPH,155,16001474,CR3963 CAMION REVOLVEDOR,
,129509311,107285,03/12/2022,04:10:22 p. m.,30583.8,h,JBELMONTES,TIEMPO,10.1,16001474,CR3963 CAMION REVOLVEDOR,
,129509327,52826,03/12/2022,04:16:24 p. m.,235130,l,JBELMONTES,CONSUMO_OPH,160,16001560,CR2818 CAMION REVOLVEDOR,
,129509328,107909,03/12/2022,04:16:24 p. m.,26123.5,h,JBELMONTES,TIEMPO,12.8,16001560,CR2818 CAMION REVOLVEDOR,
,129509329,52849,03/12/2022,04:17:26 p. m.,212867,l,JBELMONTES,CONSUMO_OPH,170,16001583,CR2927 CAMION REVOLVEDOR,
,129509330,107753,03/12/2022,04:17:26 p. m.,23261.3,h,JBELMONTES,TIEMPO,21.3,16001583,CR2927 CAMION REVOLVEDOR,
,129509350,51453,03/12/2022,04:18:46 p. m.,185670,l,JBELMONTES,CONSUMO_OPH,210,16000979,CR3733 CAMION REVOLVEDOR,
,129509351,107905,03/12/2022,04:18:46 p. m.,29952,h,JBELMONTES,TIEMPO,22,16000979,CR3733 CAMION REVOLVEDOR,
,129509267,119596,03/12/2022,04:28:38 p. m.,90137,l,MMOLLERV,CONSUMO_OPH,219,16008764,CR4913 CAMION REVOLVEDOR,
,129509268,119598,03/12/2022,04:28:38 p. m.,9487.4,h,MMOLLERV,TIEMPO,35.4,16008764,CR4913 CAMION REVOLVEDOR,
,129509366,51428,03/12/2022,04:29:08 p. m.,168913,l,JHUERTAGL,CONSUMO_OPH,206,16000954,CR3613 CAMION REVOLVEDOR,
,129509367,108141,03/12/2022,04:29:08 p. m.,27468,h,JHUERTAGL,TIEMPO,22,16000954,CR3613 CAMION REVOLVEDOR,
,129509269,54293,03/12/2022,04:29:23 p. m.,244777,l,MMOLLERV,CONSUMO_OPH,220,16002272,CR3971 CAMION REVOLVEDOR,
,129509380,105592,03/12/2022,04:29:23 p. m.,34167.4,h,MMOLLERV,TIEMPO,29.7,16002272,CR3971 CAMION REVOLVEDOR,
,129509374,94605,03/12/2022,04:29:37 p. m.,179838,l,JBELMONTES,CONSUMO_OPH,155,11008257,CR2903 CAMION REVOLVEDOR,
,129509375,107019,03/12/2022,04:29:37 p. m.,17612,h,JBELMONTES,TIEMPO,16,11008257,CR4232 CAMION REVOLVEDOR,
